Time,State1,State2,State3
464,3.158836,3.706267,2.48447
465,3.174225,3.717936,2.469354
466,3.187357,3.740475,2.473314
467,3.187979,3.733898,2.484524
468,3.154905,3.753241,2.424923
469,3.159456,3.752464,2.440466
470,3.159456,3.752464,2.440466
471,3.159456,3.752464,2.440466
472,3.155294,3.747652,2.437593
473,3.154758,3.74335,2.445481
474,3.170508,3.727819,2.471206
475,3.153142,3.706437,2.495066
476,3.144312,3.694167,2.496437
477,3.171376,3.697909,2.507555
478,3.171376,3.697909,2.507555
479,3.170677,3.691917,2.520416
480,3.182417,3.666868,2.568815
481,3.213819,3.67192,2.590642
482,3.221012,3.67019,2.610103
483,3.226428,3.653867,2.568422
484,3.242478,3.666363,2.544911
485,3.272539,3.661848,2.521794
486,3.280198,3.680955,2.445849
487,3.273132,3.676303,2.44472
488,3.273132,3.676303,2.44472
489,3.246002,3.66844,2.426843
490,3.253945,3.668478,2.444053
491,3.253945,3.668478,2.444053
492,3.270036,3.668438,2.465381
493,3.270036,3.668438,2.465381
494,3.270036,3.668438,2.465381
495,3.262281,3.6631,2.464987
496,3.293841,3.646868,2.441566
497,3.311712,3.673686,2.416492
498,3.312559,3.688456,2.414806
499,3.312559,3.688456,2.414806
500,3.312559,3.688456,2.414806
501,3.312559,3.688456,2.414806
502,3.305043,3.685985,2.41448
503,3.305043,3.685985,2.41448
504,3.288207,3.68045,2.413749
505,3.305322,3.671025,2.466994
506,3.305322,3.671025,2.466994
507,3.305339,3.65216,2.446001
508,3.300147,3.627919,2.430814
509,3.316133,3.605208,2.405896
510,3.32102,3.601307,2.423971
511,3.32102,3.601307,2.423971
512,3.353754,3.586924,2.395495
513,3.353754,3.586924,2.395495
514,3.367576,3.57701,2.432378
515,3.367576,3.57701,2.432378
516,3.366762,3.555355,2.483895
517,3.35798,3.552786,2.493229
518,3.353612,3.555008,2.457053
519,3.357877,3.549025,2.478115
520,3.345465,3.525794,2.469305
521,3.345465,3.525794,2.469305
522,3.348144,3.533601,2.445481
523,3.348144,3.533601,2.445481
524,3.348144,3.533601,2.445481
525,3.345588,3.531117,2.397121
526,3.322521,3.529198,2.456502
527,3.311396,3.516433,2.524091
528,3.311396,3.516433,2.524091
529,3.311396,3.516433,2.524091
530,3.328674,3.524495,2.524103
531,3.313617,3.502248,2.66728
532,3.318669,3.513619,2.641295
533,3.319304,3.523944,2.602178
534,3.338696,3.53967,2.617914
535,3.358821,3.560166,2.588199
536,3.359119,3.553413,2.6113
537,3.35944,3.54614,2.636179
538,3.338298,3.559106,2.605058
539,3.338298,3.559106,2.605058
540,3.338298,3.559106,2.605058
541,3.339981,3.551461,2.630345
542,3.339981,3.551461,2.630345
543,3.371852,3.556792,2.619499
544,3.383305,3.539536,2.614265
545,3.375742,3.53676,2.62797
546,3.388631,3.542983,2.599691
547,3.388631,3.542983,2.599691
548,3.364177,3.554415,2.6063
549,3.364177,3.554415,2.6063
550,3.364177,3.554415,2.6063
551,3.363255,3.571012,2.58011
552,3.394231,3.55909,2.55578
553,3.386834,3.530453,2.639546
554,3.386834,3.530453,2.639546
555,3.36838,3.526041,2.704891
556,3.378335,3.539434,2.652908
557,3.356239,3.512412,2.630136
558,3.356239,3.512412,2.630136
559,3.348807,3.509454,2.646497
560,3.360887,3.534821,2.543098
561,3.3637,3.527235,2.637769
562,3.344221,3.570851,2.573288
563,3.348991,3.5645,2.600882
564,3.348991,3.5645,2.600882
565,3.354238,3.557515,2.631235
566,3.34707,3.552642,2.653589
567,3.34707,3.552642,2.653589
568,3.358421,3.570207,2.574589
569,3.363649,3.586073,2.503783
570,3.363649,3.586073,2.503783
571,3.33752,3.553186,2.588806
572,3.33752,3.553186,2.588806
573,3.33752,3.553186,2.588806
574,3.334177,3.573329,2.540289
575,3.339478,3.56563,2.572435
576,3.339478,3.56563,2.572435
577,3.339478,3.56563,2.572435
578,3.345442,3.556968,2.608598
579,3.340437,3.564707,2.56644
580,3.340437,3.564707,2.56644
581,3.340437,3.564707,2.56644
582,3.3152,3.506355,2.711429
583,3.306649,3.496893,2.742209
584,3.319304,3.518699,2.667597
585,3.299328,3.497637,2.735623
586,3.32549,3.47529,2.732697
587,3.32549,3.47529,2.732697
588,3.322551,3.436007,2.893143
589,3.347352,3.438768,2.736352
590,3.321838,3.431428,2.789489
591,3.317703,3.471031,2.741176
592,3.362108,3.454047,2.661363
593,3.362108,3.454047,2.661363
594,3.362108,3.454047,2.661363
595,3.362108,3.454047,2.661363
596,3.347406,3.475481,2.604163
597,3.347406,3.475481,2.604163
598,3.347406,3.475481,2.604163
599,3.36563,3.502561,2.491413
600,3.377897,3.484661,2.538467
601,3.377897,3.484661,2.538467
602,3.377897,3.484661,2.538467
603,3.397344,3.476626,2.514843
604,3.36705,3.461645,2.621145
605,3.350034,3.452744,2.627658
606,3.33468,3.445348,2.669884
607,3.33468,3.445348,2.669884
608,3.30937,3.432668,2.753003
609,3.30937,3.432668,2.753003
610,3.30937,3.432668,2.753003
611,3.290888,3.423728,2.804872
612,3.288053,3.409866,2.879681
613,3.288053,3.409866,2.879681
614,3.244455,3.386696,3.013176
615,3.244455,3.386696,3.013176
616,3.21654,3.33741,3.215265
617,3.23508,3.356195,3.128261
618,3.258256,3.379676,3.019507
619,3.216629,3.355503,3.153907
620,3.254074,3.403052,3.007897
621,3.254074,3.403052,3.007897
622,3.254074,3.403052,3.007897
623,3.254074,3.403052,3.007897
624,3.254074,3.403052,3.007897
625,3.254074,3.403052,3.007897
626,3.254074,3.403052,3.007897
627,3.254074,3.403052,3.007897
628,3.254074,3.403052,3.007897
629,3.254074,3.403052,3.007897
630,3.294083,3.389784,3.023021
631,3.245202,3.345496,3.218076
632,3.245202,3.345496,3.218076
633,3.245202,3.345496,3.218076
634,3.198037,3.28178,3.328166
635,3.198037,3.28178,3.328166
636,3.198037,3.28178,3.328166
637,3.198037,3.28178,3.328166
638,3.198037,3.28178,3.328166
639,3.232082,3.314725,3.200124
640,3.232082,3.314725,3.200124
641,3.232082,3.314725,3.200124
642,3.232082,3.314725,3.200124
643,3.179154,3.271173,3.344802
644,3.35756,3.390901,2.798268
645,3.297881,3.342609,2.997445
646,3.297881,3.342609,2.997445
647,2.999485,3.101148,3.993328
648,2.999485,3.101148,3.993328
649,2.999485,3.101148,3.993328
650,2.999485,3.101148,3.993328
651,2.999485,3.101148,3.993328
652,2.999485,3.101148,3.993328
653,2.999485,3.101148,3.993328
654,2.999485,3.101148,3.993328
655,2.999485,3.101148,3.993328
656,2.999485,3.101148,3.993328
657,2.999485,3.101148,3.993328
658,2.999485,3.101148,3.993328
659,2.999485,3.101148,3.993328
660,2.999485,3.101148,3.993328
661,2.999485,3.101148,3.993328
662,2.999485,3.101148,3.993328
663,2.999485,3.101148,3.993328
664,2.999485,3.101148,3.993328
665,2.999485,3.101148,3.993328
666,2.999485,3.101148,3.993328
667,2.999485,3.101148,3.993328
668,2.999485,3.101148,3.993328
669,2.999485,3.101148,3.993328
670,2.999485,3.101148,3.993328
671,2.999485,3.101148,3.993328
672,2.999485,3.101148,3.993328
673,2.999485,3.101148,3.993328
674,2.999485,3.101148,3.993328
675,2.999485,3.101148,3.993328
676,2.999485,3.101148,3.993328
677,2.999485,3.101148,3.993328
678,2.999485,3.101148,3.993328
679,2.999485,3.101148,3.993328
680,2.999485,3.101148,3.993328
681,2.999485,3.101148,3.993328
682,2.999485,3.101148,3.993328
683,2.999485,3.101148,3.993328
684,2.999485,3.101148,3.993328
685,2.999485,3.101148,3.993328
686,2.999485,3.101148,3.993328
687,2.999485,3.101148,3.993328
688,2.999485,3.101148,3.993328
689,2.999485,3.101148,3.993328
690,2.999485,3.101148,3.993328
691,2.999485,3.101148,3.993328
692,2.999485,3.101148,3.993328
693,2.999485,3.101148,3.993328
694,2.999485,3.101148,3.993328
695,2.999485,3.101148,3.993328
696,2.999485,3.101148,3.993328
697,2.999485,3.101148,3.993328
698,2.999485,3.101148,3.993328
699,2.999485,3.101148,3.993328
700,2.999485,3.101148,3.993328
701,2.999485,3.101148,3.993328
702,2.999485,3.101148,3.993328
703,2.999485,3.101148,3.993328
704,2.999485,3.101148,3.993328
705,2.999485,3.101148,3.993328
706,2.999485,3.101148,3.993328
707,2.999485,3.101148,3.993328
708,2.999485,3.101148,3.993328
709,2.999485,3.101148,3.993328
710,2.999485,3.101148,3.993328
711,2.999485,3.101148,3.993328
712,2.999485,3.101148,3.993328
713,2.999485,3.101148,3.993328
714,2.999485,3.101148,3.993328
715,2.999485,3.101148,3.993328
716,2.999485,3.101148,3.993328
717,2.999485,3.101148,3.993328
718,2.999485,3.101148,3.993328
719,2.999485,3.101148,3.993328
720,2.999485,3.101148,3.993328
721,2.999485,3.101148,3.993328
722,2.999485,3.101148,3.993328
723,2.999485,3.101148,3.993328
724,2.999485,3.101148,3.993328
725,2.999485,3.101148,3.993328
726,2.999485,3.101148,3.993328
727,2.999485,3.101148,3.993328
728,2.999485,3.101148,3.993328
729,2.999485,3.101148,3.993328
730,2.999485,3.101148,3.993328
731,2.999485,3.101148,3.993328
732,2.999485,3.101148,3.993328
733,2.999485,3.101148,3.993328
734,2.999485,3.101148,3.993328
735,2.999485,3.101148,3.993328
736,2.999485,3.101148,3.993328
737,2.999485,3.101148,3.993328
738,2.999485,3.101148,3.993328
739,2.999485,3.101148,3.993328
740,2.999485,3.101148,3.993328
741,2.999485,3.101148,3.993328
742,2.999485,3.101148,3.993328
743,2.999485,3.101148,3.993328
744,2.999485,3.101148,3.993328
745,2.999485,3.101148,3.993328
746,2.999485,3.101148,3.993328
747,2.999485,3.101148,3.993328
748,2.999485,3.101148,3.993328
749,2.999485,3.101148,3.993328
750,2.999485,3.101148,3.993328
751,2.999485,3.101148,3.993328
752,2.999485,3.101148,3.993328
753,2.999485,3.101148,3.993328
754,2.999485,3.101148,3.993328
755,2.999485,3.101148,3.993328
756,2.999485,3.101148,3.993328
757,2.999485,3.101148,3.993328
758,2.999485,3.101148,3.993328
759,2.999485,3.101148,3.993328
760,2.999485,3.101148,3.993328
761,2.999485,3.101148,3.993328
762,2.999485,3.101148,3.993328
763,2.999485,3.101148,3.993328
764,2.999485,3.101148,3.993328
765,2.999485,3.101148,3.993328
766,2.999485,3.101148,3.993328
767,2.999485,3.101148,3.993328
768,2.999485,3.101148,3.993328
769,2.999485,3.101148,3.993328
770,2.999485,3.101148,3.993328
771,2.999485,3.101148,3.993328
772,2.999485,3.101148,3.993328
773,2.999485,3.101148,3.993328
774,2.999485,3.101148,3.993328
775,2.999485,3.101148,3.993328
776,2.999485,3.101148,3.993328
777,2.999485,3.101148,3.993328
778,2.999485,3.101148,3.993328
779,2.999485,3.101148,3.993328
780,2.999485,3.101148,3.993328
781,2.999485,3.101148,3.993328
782,2.999485,3.101148,3.993328
783,2.999485,3.101148,3.993328
784,2.999485,3.101148,3.993328
785,2.999485,3.101148,3.993328
786,2.999485,3.101148,3.993328
787,2.999485,3.101148,3.993328
788,2.999485,3.101148,3.993328
789,2.999485,3.101148,3.993328
790,2.999485,3.101148,3.993328
791,2.999485,3.101148,3.993328
792,2.999485,3.101148,3.993328
793,2.999485,3.101148,3.993328
794,2.999485,3.101148,3.993328
795,2.999485,3.101148,3.993328
796,2.999485,3.101148,3.993328
797,2.999485,3.101148,3.993328
798,2.999485,3.101148,3.993328
799,2.999485,3.101148,3.993328
800,2.999485,3.101148,3.993328
801,2.999485,3.101148,3.993328
802,2.999485,3.101148,3.993328
803,2.999485,3.101148,3.993328
804,2.999485,3.101148,3.993328
805,2.999485,3.101148,3.993328
806,2.999485,3.101148,3.993328
807,2.999485,3.101148,3.993328
808,2.999485,3.101148,3.993328
809,2.999485,3.101148,3.993328
810,2.999485,3.101148,3.993328
811,2.999485,3.101148,3.993328
812,2.999485,3.101148,3.993328
